ra,dec,mag
2.4480664403557615,0.600263445096286,3.14
2.452683796158375,-0.960117280321484,2.47
2.476567230708516,-0.15112113097305857,1.99
2.4901504301450865,-0.7062783566939732,3.6
2.492427299420776,-0.9954376654737259,3.16
2.4937577639095716,1.1006371068850038,3.65
2.499585941880756,0.9019390335408657,3.17
2.530099184127523,-0.0199457972247164,3.9
2.535747767718677,0.1726533452213752,3.52
2.553621859121276,-1.090968715867241,3.69
2.5562584407558018,0.4149390269587245,2.97
2.561716434392638,-1.1357207730307977,2.92
2.578689150503045,1.0304203119624145,3.78
2.586420348224141,0.45390692335483185,3.88
2.6043038644047014,-0.9523876010368366,3.52
2.6499881193750405,0.29256367820552276,3.48
2.6545232701698853,0.20886716441771305,1.36
2.664192830558247,-0.21561942441465862,3.61
2.6779357276213753,-1.222392008542414,3.29
2.6822936402306796,-0.7351665752340852,3.85
2.690818875494972,0.4087091789134859,3.43
2.692533399685668,-1.0704506426340883,3.39
2.6925941371436375,0.7489969656526163,3.45
2.70513982560636,0.3462993115482372,2.01
2.7154238291578867,0.7243031921840671,3.06
2.724439414675526,-1.2920953799589443,3.99
2.731835247380852,-0.2938486943205961,3.83
2.739638701732981,-1.0251959830058348,3.81
2.757727468633576,-1.076612143585819,3.3
2.761159658607623,0.16243056782000898,3.84
2.7807590079758184,-0.8416958528156278,3.84
2.8054288878869076,-1.1238951725108626,2.74
2.8220633591882778,-0.8625461669251901,2.69
2.834522653853027,-0.2826324755089947,3.11
2.8506094408351212,0.5971621520951248,3.79
2.8514034783783164,-1.0271816091892438,3.78
2.8878244856101585,0.9840589914153489,2.34
2.8960654067393,1.0777588423576716,1.81
2.917273775144909,-1.029308572135479,3.93
2.9219591987883504,0.7766451103058939,3.0
2.94135225023896,0.3582064363975331,2.56
2.9419274234939548,0.26929679866694145,3.33
2.960423026643189,0.5776046033625146,3.49
2.9641835130495364,-0.2579341990909753,3.56
2.9714536820487183,-0.951047694316788,3.9
3.0168208979604336,1.21005555015042,3.82
